start_iso,latency_ms,status_code,error,bytes
2025-09-27T19:27:39.3116289-05:00,177.130,200,,2446
2025-09-27T19:27:39.3446716-05:00,177.434,200,,2446
2025-09-27T19:27:39.3784244-05:00,175.252,200,,2446
2025-09-27T19:27:39.4119406-05:00,161.796,200,,2446
2025-09-27T19:27:39.4447956-05:00,155.126,200,,2446
2025-09-27T19:27:39.4780892-05:00,126.658,200,,2446
2025-09-27T19:27:39.5119139-05:00,118.102,200,,2446
2025-09-27T19:27:39.5448073-05:00,93.940,200,,2446
2025-09-27T19:27:39.5778704-05:00,86.415,200,,2446
2025-09-27T19:27:39.6115316-05:00,86.447,200,,2446
2025-09-27T19:27:39.6450925-05:00,82.414,200,,2446
2025-09-27T19:27:39.6783089-05:00,79.033,200,,2446
2025-09-27T19:27:39.7120729-05:00,87.115,200,,2446
2025-09-27T19:27:39.7444903-05:00,79.881,200,,2446
2025-09-27T19:27:39.7784304-05:00,83.415,200,,2446
2025-09-27T19:27:39.8115461-05:00,83.708,200,,2446
2025-09-27T19:27:39.8446293-05:00,83.804,200,,2446
2025-09-27T19:27:39.8781149-05:00,83.068,200,,2446
2025-09-27T19:27:39.9112598-05:00,87.618,200,,2446
2025-09-27T19:27:39.9447528-05:00,86.324,200,,2446
2025-09-27T19:27:39.9784524-05:00,87.940,200,,2446
2025-09-27T19:27:40.0116718-05:00,81.200,200,,2446
2025-09-27T19:27:40.0446901-05:00,80.149,200,,2446
2025-09-27T19:27:40.0781452-05:00,82.104,200,,2446
2025-09-27T19:27:40.1116535-05:00,83.778,200,,2446
2025-09-27T19:27:40.1444298-05:00,78.657,200,,2446
2025-09-27T19:27:40.1780891-05:00,79.255,200,,2446
2025-09-27T19:27:40.2115235-05:00,85.296,200,,2446
2025-09-27T19:27:40.2448435-05:00,83.852,200,,2446
2025-09-27T19:27:40.277811-05:00,79.514,200,,2446
2025-09-27T19:27:40.311458-05:00,84.573,200,,2446
2025-09-27T19:27:40.3445919-05:00,88.703,200,,2446
