start_iso,latency_ms,status_code,error,bytes
2025-09-27T19:41:49.629583-05:00,187.752,200,,40
2025-09-27T19:41:49.8290446-05:00,75.716,404,,52
2025-09-27T19:41:50.029094-05:00,84.321,404,,52
2025-09-27T19:41:50.2294413-05:00,81.555,404,,52
2025-09-27T19:41:50.4288855-05:00,78.076,404,,52
2025-09-27T19:41:50.6289162-05:00,76.879,404,,52
2025-09-27T19:41:50.829199-05:00,83.404,404,,52
2025-09-27T19:41:51.029027-05:00,80.121,404,,52
2025-09-27T19:41:51.2293713-05:00,78.702,404,,52
2025-09-27T19:41:51.4290188-05:00,82.033,404,,52
2025-09-27T19:41:51.6290675-05:00,83.047,404,,52
2025-09-27T19:41:51.829091-05:00,81.540,404,,52
2025-09-27T19:41:52.0294269-05:00,77.584,404,,52
2025-09-27T19:41:52.2288405-05:00,82.963,404,,52
2025-09-27T19:41:52.4291085-05:00,77.055,404,,52
2025-09-27T19:41:52.6289991-05:00,82.094,404,,52
2025-09-27T19:41:52.8291371-05:00,78.050,404,,52
2025-09-27T19:41:53.0292819-05:00,83.611,404,,52
2025-09-27T19:41:53.2296657-05:00,81.466,404,,52
2025-09-27T19:41:53.4289431-05:00,79.585,404,,52
2025-09-27T19:41:53.6293689-05:00,79.268,404,,52
2025-09-27T19:41:53.8288403-05:00,89.659,404,,52
2025-09-27T19:41:54.0289752-05:00,81.053,404,,52
2025-09-27T19:41:54.2291931-05:00,89.110,404,,52
2025-09-27T19:41:54.4289291-05:00,82.454,404,,52
2025-09-27T19:41:54.628897-05:00,78.342,404,,52
2025-09-27T19:41:54.8290514-05:00,80.884,404,,52
2025-09-27T19:41:55.0289689-05:00,82.306,404,,52
2025-09-27T19:41:55.2289425-05:00,80.249,404,,52
2025-09-27T19:41:55.4291354-05:00,83.512,404,,52
2025-09-27T19:41:55.6298128-05:00,81.648,404,,52
2025-09-27T19:41:55.8292783-05:00,85.191,404,,52
2025-09-27T19:41:56.0291667-05:00,81.779,404,,52
2025-09-27T19:41:56.2291117-05:00,77.850,404,,52
2025-09-27T19:41:56.4290512-05:00,82.808,404,,52
2025-09-27T19:41:56.629347-05:00,88.643,404,,52
2025-09-27T19:41:56.8290028-05:00,81.929,404,,52
2025-09-27T19:41:57.0296088-05:00,76.384,404,,52
2025-09-27T19:41:57.2294119-05:00,82.584,404,,52
2025-09-27T19:41:57.4287731-05:00,84.536,404,,52
2025-09-27T19:41:57.6294901-05:00,81.155,404,,52
2025-09-27T19:41:57.828848-05:00,82.149,404,,52
2025-09-27T19:41:58.0288332-05:00,90.825,404,,52
2025-09-27T19:41:58.2293783-05:00,81.859,404,,52
2025-09-27T19:41:58.4291772-05:00,82.450,404,,52
2025-09-27T19:41:58.6290915-05:00,89.817,404,,52
2025-09-27T19:41:58.829777-05:00,80.175,404,,52
2025-09-27T19:41:59.0288949-05:00,80.425,404,,52
2025-09-27T19:41:59.229497-05:00,82.370,404,,52
2025-09-27T19:41:59.428855-05:00,79.697,404,,52
2025-09-27T19:41:59.6296216-05:00,80.037,404,,52
2025-09-27T19:41:59.8293725-05:00,85.316,404,,52
2025-09-27T19:42:00.0292633-05:00,86.860,404,,52
2025-09-27T19:42:00.2287464-05:00,83.367,404,,52
2025-09-27T19:42:00.4289133-05:00,83.564,404,,52
2025-09-27T19:42:00.6291007-05:00,81.283,404,,52
2025-09-27T19:42:00.8292996-05:00,76.505,404,,52
2025-09-27T19:42:01.0290425-05:00,76.916,404,,52
2025-09-27T19:42:01.229025-05:00,78.198,404,,52
2025-09-27T19:42:01.4291866-05:00,80.621,404,,52
2025-09-27T19:42:01.6292965-05:00,83.031,404,,52
2025-09-27T19:42:01.8290469-05:00,87.062,404,,52
2025-09-27T19:42:02.0290432-05:00,79.257,404,,52
2025-09-27T19:42:02.2288383-05:00,83.189,404,,52
2025-09-27T19:42:02.4289685-05:00,77.868,404,,52
2025-09-27T19:42:02.6294095-05:00,82.173,404,,52
2025-09-27T19:42:02.8293572-05:00,86.796,404,,52
2025-09-27T19:42:03.028964-05:00,81.688,404,,52
2025-09-27T19:42:03.2287983-05:00,76.976,404,,52
2025-09-27T19:42:03.429365-05:00,76.566,404,,52
2025-09-27T19:42:03.6291194-05:00,82.389,404,,52
2025-09-27T19:42:03.8291502-05:00,81.104,404,,52
2025-09-27T19:42:04.0295458-05:00,81.344,404,,52
2025-09-27T19:42:04.2289456-05:00,82.487,404,,52
2025-09-27T19:42:04.4290341-05:00,78.062,404,,52
2025-09-27T19:42:04.629134-05:00,181.360,404,,52
